id_img,label
10052,angry
10065,surprise
10079,angry
10095,surprise
10121,sad
10148,neutral
10163,neutral
10215,angry
1024,happy
10286,neutral
10315,neutral
10336,disgust
10338,surprise
10371,fear
10382,neutral
10399,neutral
10415,happy
10426,angry
10551,surprise
10554,angry
10583,happy
10699,neutral
10702,fear
1071,neutral
10743,happy
10746,fear
10818,fear
10823,angry
10825,angry
10839,angry
10854,happy
10970,neutral
11002,happy
11017,disgust
11024,angry
11028,happy
1106,surprise
11075,sad
11093,neutral
11096,neutral
11158,happy
11169,surprise
11186,neutral
11188,sad
11200,sad
1124,happy
11266,neutral
1127,happy
11337,angry
11342,sad
11400,neutral
11421,happy
11467,neutral
11561,happy
11610,surprise
11613,sad
11632,happy
11642,neutral
11675,surprise
11694,happy
1177,happy
11813,neutral
11841,happy
11849,angry
11883,angry
11949,angry
11964,surprise
11986,happy
12136,angry
12144,happy
1215,surprise
12171,happy
12183,fear
12230,angry
12237,happy
12307,angry
1235,sad
12352,surprise
12489,happy
12680,surprise
12695,happy
12733,happy
12808,angry
12810,surprise
12841,happy
12842,angry
12851,fear
12928,happy
12945,neutral
13029,neutral
13041,happy
13057,neutral
13059,angry
13092,angry
13118,angry
13167,happy
13220,disgust
13267,neutral
13279,sad
13334,surprise
13351,angry
13376,happy
13395,sad
1340,fear
13431,fear
1350,happy
13514,sad
13533,happy
13535,surprise
1358,surprise
13582,neutral
13599,neutral
13607,happy
13671,disgust
13672,neutral
13738,surprise
13758,angry
1386,happy
13890,surprise
13978,fear
14022,happy
14030,happy
14058,angry
14108,surprise
14118,sad
14120,surprise
14148,happy
14185,neutral
14206,angry
1422,sad
14243,happy
14315,neutral
14329,surprise
14357,fear
14376,neutral
1438,happy
14381,happy
14421,sad
14438,neutral
14498,surprise
14557,neutral
1460,happy
14706,neutral
1477,fear
14775,surprise
14821,angry
14831,surprise
14870,neutral
14945,happy
15074,angry
1508,happy
15138,angry
15172,surprise
15190,happy
15194,angry
15217,angry
15222,neutral
15295,sad
15474,neutral
15500,sad
15502,surprise
1555,sad
15562,happy
15637,happy
15644,neutral
15654,happy
15699,sad
157,angry
15709,surprise
15712,happy
15715,surprise
15725,happy
1575,happy
15771,surprise
1582,happy
15820,surprise
15821,neutral
15835,neutral
1584,neutral
15848,surprise
15897,happy
15919,angry
15941,angry
15954,surprise
15979,angry
16033,happy
16102,angry
16169,neutral
16222,happy
16233,neutral
16287,fear
16292,neutral
16380,neutral
16406,sad
16410,neutral
16413,surprise
16428,angry
16506,happy
16510,neutral
16557,sad
16565,surprise
16643,happy
16659,fear
16681,angry
16711,fear
1672,happy
16764,surprise
16768,neutral
16783,angry
16792,sad
16875,happy
16999,neutral
17024,fear
17053,neutral
17085,neutral
17099,angry
17167,angry
1717,sad
17170,surprise
17186,sad
17209,angry
17211,fear
17228,neutral
17259,neutral
17316,neutral
17344,neutral
1736,neutral
17371,neutral
17413,angry
17428,neutral
17445,angry
17452,happy
17502,fear
17536,neutral
17647,neutral
17700,surprise
17705,fear
17731,happy
17735,fear
17736,fear
17752,neutral
17787,surprise
17910,happy
17939,fear
18001,disgust
18050,fear
18140,fear
18142,fear
18161,happy
18166,neutral
18183,neutral
18200,angry
18247,neutral
1825,happy
18254,surprise
18284,happy
18376,angry
18380,angry
1841,sad
18415,neutral
18445,neutral
18459,happy
18466,angry
18492,happy
18534,neutral
18565,neutral
18566,disgust
18588,surprise
18593,sad
18602,happy
18617,angry
18633,sad
18695,neutral
18715,neutral
18779,happy
1880,happy
18810,neutral
18837,neutral
18882,angry
18903,disgust
18949,surprise
18983,sad
1899,neutral
18994,happy
19014,surprise
19060,fear
19067,sad
1908,neutral
19093,angry
19108,angry
19114,angry
19115,angry
19140,angry
19152,happy
19268,happy
19292,fear
19309,happy
19392,surprise
19476,fear
19477,fear
19485,happy
1966,fear
19664,sad
19732,happy
19811,angry
1983,angry
19832,surprise
19877,sad
19906,surprise
19923,neutral
1994,angry
19950,happy
19961,angry
2006,surprise
20222,happy
20227,surprise
20287,angry
20290,angry
20298,sad
20303,neutral
20312,sad
20328,happy
20353,angry
20374,happy
20451,neutral
2050,happy
20505,sad
20532,disgust
2055,happy
20629,fear
20630,angry
20635,happy
20640,happy
20653,happy
20673,surprise
20686,fear
20736,neutral
20739,neutral
20796,surprise
20817,surprise
20849,sad
21068,neutral
21099,neutral
21111,happy
21131,surprise
21135,happy
21161,happy
2117,sad
21173,surprise
21284,happy
21371,fear
21374,fear
2142,happy
21447,angry
21472,sad
21511,happy
21512,disgust
21520,happy
21541,neutral
21573,happy
21670,happy
21703,surprise
21723,happy
21782,neutral
21836,happy
21865,surprise
21916,neutral
21921,surprise
21922,neutral
2194,angry
22089,neutral
22183,neutral
22184,angry
22198,surprise
2225,neutral
22309,happy
22334,fear
22375,happy
22516,angry
22695,sad
22733,sad
22739,happy
22789,happy
22807,sad
22810,sad
22832,neutral
2290,neutral
22990,surprise
23,happy
23008,happy
23041,angry
23059,happy
23085,angry
23164,happy
23194,happy
23215,surprise
23230,sad
23246,happy
23327,happy
23404,happy
23468,angry
23473,happy
23488,happy
23521,neutral
23532,happy
23749,neutral
23780,neutral
23783,surprise
23814,fear
23847,angry
23886,happy
24067,surprise
2407,angry
24071,happy
24176,angry
24184,angry
24252,neutral
24378,surprise
24412,angry
24428,fear
24435,angry
24437,disgust
24441,happy
24466,neutral
24490,happy
245,sad
24501,surprise
24542,fear
24660,angry
24678,neutral
24711,happy
24789,neutral
24797,surprise
24819,surprise
24821,angry
2484,sad
2486,sad
2487,surprise
24886,happy
249,sad
24959,angry
24967,angry
2498,sad
24992,happy
25082,happy
25088,happy
251,neutral
25101,neutral
2511,angry
25131,angry
25144,sad
25209,fear
25255,neutral
25343,angry
25360,fear
25435,happy
25528,fear
25542,surprise
2557,disgust
2558,happy
25612,sad
25681,neutral
25688,neutral
25778,happy
25795,sad
2581,neutral
25811,surprise
25813,surprise
25844,neutral
25874,happy
25876,sad
25886,neutral
25891,happy
259,sad
25944,neutral
25973,surprise
26025,sad
26038,happy
26059,neutral
26121,neutral
26124,neutral
26137,surprise
26163,angry
26175,angry
26177,happy
26181,neutral
26185,fear
26248,happy
26264,happy
