id_img,label
10004,surprise
10019,surprise
10023,surprise
10029,surprise
1003,neutral
10031,surprise
10033,surprise
10043,disgust
10044,surprise
10048,fear
10052,sad
10053,angry
10056,surprise
10065,surprise
10068,surprise
10073,surprise
10074,happy
10079,angry
1008,fear
10095,angry
10096,happy
10097,neutral
10099,neutral
101,surprise
10106,happy
10114,fear
10116,surprise
10117,surprise
10118,surprise
10121,angry
10126,sad
10134,surprise
10138,happy
10141,surprise
10148,angry
10150,happy
10162,surprise
10163,angry
10171,neutral
10172,surprise
10176,sad
10185,surprise
10189,surprise
1020,happy
10215,angry
10218,happy
1022,sad
10237,happy
1024,happy
10246,neutral
10247,neutral
10248,happy
10252,surprise
10257,happy
10259,surprise
1026,sad
10263,neutral
10266,neutral
10267,surprise
10268,surprise
1027,happy
10273,neutral
10276,angry
10278,fear
10286,angry
10292,neutral
10306,surprise
10312,happy
10315,surprise
10317,happy
1033,surprise
10336,sad
10338,surprise
10339,sad
10344,surprise
10346,sad
10352,sad
10355,surprise
10362,happy
10365,surprise
10367,happy
10370,happy
10371,fear
10372,surprise
10375,angry
10382,fear
10383,surprise
10386,surprise
10399,surprise
10406,neutral
10409,surprise
10415,neutral
10423,neutral
10425,surprise
10426,fear
10432,happy
10435,surprise
10437,neutral
10443,fear
10444,surprise
10445,neutral
1045,surprise
10455,surprise
10456,surprise
10458,surprise
10467,happy
10468,surprise
10480,surprise
10489,surprise
10493,surprise
10512,neutral
10518,neutral
10528,happy
10532,fear
10533,neutral
10534,surprise
10535,sad
10540,happy
10545,surprise
10549,surprise
10551,sad
10552,happy
10554,happy
1056,surprise
10561,surprise
10571,surprise
1058,happy
10583,surprise
10607,disgust
10620,fear
10622,happy
10624,neutral
10625,surprise
10634,surprise
10638,surprise
10640,sad
10644,surprise
10647,neutral
10653,neutral
10655,surprise
10676,fear
10683,happy
10686,surprise
10693,neutral
10694,surprise
10699,angry
10701,surprise
10702,neutral
10703,neutral
1071,surprise
10713,disgust
10715,sad
10734,surprise
1074,surprise
10741,neutral
10743,angry
10746,neutral
1075,surprise
10755,neutral
10758,sad
10768,surprise
10769,surprise
10770,fear
10773,fear
10774,neutral
1078,surprise
10787,disgust
1079,fear
10792,surprise
10797,surprise
10800,surprise
1081,happy
10811,neutral
10813,surprise
10818,surprise
10820,surprise
10823,fear
10825,neutral
10832,neutral
10837,surprise
10839,surprise
10841,neutral
10854,angry
10866,surprise
10871,surprise
10879,surprise
10881,surprise
10902,neutral
10903,surprise
10906,neutral
10909,surprise
10916,surprise
10919,surprise
10926,sad
1093,neutral
10931,surprise
10933,angry
10935,happy
1094,neutral
10944,surprise
10950,surprise
10956,happy
10968,neutral
10970,fear
10979,neutral
10992,happy
11000,surprise
11002,neutral
1101,sad
11017,sad
11019,happy
11022,neutral
11024,surprise
11025,disgust
11026,sad
11028,sad
11030,fear
11031,surprise
11032,surprise
11034,sad
11036,surprise
11038,angry
11039,neutral
11043,surprise
11054,surprise
11055,neutral
11057,neutral
1106,surprise
11065,fear
1107,neutral
11075,angry
11093,angry
11096,surprise
11098,neutral
11100,neutral
11104,surprise
11108,neutral
1111,surprise
11112,surprise
11126,surprise
11130,neutral
11137,surprise
11138,surprise
11139,surprise
11140,fear
11143,fear
11146,surprise
1115,surprise
11150,happy
11158,sad
1116,surprise
11163,surprise
11168,neutral
11169,angry
1118,surprise
11180,surprise
11186,neutral
11188,surprise
11192,fear
112,neutral
11200,sad
11208,surprise
11209,fear
1121,happy
11213,neutral
11218,fear
11222,surprise
11233,surprise
11234,sad
11236,surprise
1124,angry
11241,neutral
11251,neutral
1126,happy
11264,happy
11266,disgust
11269,neutral
1127,surprise
11277,sad
11278,disgust
1128,surprise
11280,fear
11284,surprise
11295,neutral
1130,surprise
11302,surprise
11316,neutral
11317,neutral
1133,sad
11337,surprise
11342,fear
11345,happy
11346,fear
11349,happy
11353,surprise
11358,surprise
11360,happy
1137,surprise
11381,surprise
11390,surprise
11392,happy
11395,surprise
11398,surprise
11400,fear
1141,happy
11412,surprise
11414,surprise
11416,fear
11418,surprise
1142,neutral
11421,fear
11429,surprise
11448,happy
11451,surprise
11462,neutral
11466,surprise
11467,neutral
11471,surprise
1148,surprise
11491,neutral
115,surprise
11500,happy
11508,neutral
11516,happy
11518,neutral
1152,happy
11523,sad
11529,angry
11530,happy
11536,surprise
1154,surprise
11549,angry
11552,happy
11558,happy
11559,surprise
1156,surprise
11560,fear
11561,neutral
11573,surprise
11575,happy
11581,sad
11582,surprise
11587,surprise
11588,surprise
11589,happy
1159,surprise
11594,happy
11601,fear
11603,neutral
11604,surprise
11610,surprise
11613,surprise
11614,happy
11626,angry
11632,fear
11637,surprise
11639,angry
11640,happy
11642,surprise
11646,happy
11653,surprise
11654,neutral
11658,happy
11660,sad
11662,surprise
11670,surprise
11675,surprise
11682,surprise
11686,neutral
11687,fear
11689,surprise
1169,neutral
11694,angry
11704,surprise
11706,surprise
11717,happy
11721,surprise
11722,happy
11725,sad
11727,surprise
11729,sad
1173,surprise
11733,happy
11738,fear
11746,sad
11747,fear
11754,surprise
1176,surprise
11763,happy
11766,happy
1177,angry
11772,neutral
11774,sad
11783,neutral
11785,happy
11786,neutral
11790,fear
11793,happy
11794,sad
11808,happy
11813,fear
11814,happy
11816,sad
11818,surprise
11819,angry
11823,surprise
11834,neutral
11835,surprise
11836,disgust
11841,surprise
11842,surprise
11848,surprise
11849,fear
11850,happy
11855,disgust
11865,fear
11867,neutral
11872,neutral
11875,sad
11876,fear
11880,neutral
11883,surprise
11885,happy
11889,surprise
1189,neutral
11891,fear
11902,surprise
11904,surprise
11909,angry
